School Year,Enrolled School ID,Enrolled School Name,Enrolled School Zip Code,Catchment School ID,Catchment School Name,Catchment School Zip Code,Student Counts
2021-2022,2590,"Nebinger, George W. School",19147-2907,8120,"Wilson, Woodrow Middle School",19111-3851,1
2021-2022,2590,"Nebinger, George W. School",19147-2907,8140,"Meehan, Austin Middle School",19152-4533,1
2021-2022,2590,"Nebinger, George W. School",19147-2907,8250,"Forrest, Edwin School",19136-4022,1
2021-2022,2590,"Nebinger, George W. School",19147-2907,8410,"Pollock, Robert B. School",19152-1662,1
2021-2022,2590,"Nebinger, George W. School",19147-2907,Data Not Available,Data Not Available,Data Not Available,5
2021-2022,2620,Academy at Palumbo,19147-2604,1010,"Bartram, John High School",19142-2229,105
2021-2022,2620,Academy at Palumbo,19147-2604,1020,West Philadelphia High School,19139-3536,29
2021-2022,2620,Academy at Palumbo,19147-2604,1100,"Sayre, William L. High School",19139-3836,55
2021-2022,2620,Academy at Palumbo,19147-2604,2000,South Philadelphia H.S.,19148-2941,225
2021-2022,2620,Academy at Palumbo,19147-2604,2010,"Franklin, Benjamin High School",19130-4016,52
2021-2022,2620,Academy at Palumbo,19147-2604,2160,"Furness, Horace High School",19148-2635,198
2021-2022,2620,Academy at Palumbo,19147-2604,3414,Aspira Olney Charter High,19120-3410,11
2021-2022,2620,Academy at Palumbo,19147-2604,3416,Mastery Charter at Gratz,19140-3408,9
2021-2022,2620,Academy at Palumbo,19147-2604,3417,Universal Charter Audenried,19145-1021,98
2021-2022,2620,Academy at Palumbo,19147-2604,4020,Overbrook High School,19131-3439,48
2021-2022,2620,Academy at Palumbo,19147-2604,4140,Strawberry Mansion High School,19121-1171,9
2021-2022,2620,Academy at Palumbo,19147-2604,5020,"Edison, Thomas A. High School",19140-2732,10
2021-2022,2620,Academy at Palumbo,19147-2604,5160,Penn Treaty High School,19125-3427,12
2021-2022,2620,Academy at Palumbo,19147-2604,5180,Vaux High School,19121-4996,9
2021-2022,2620,Academy at Palumbo,19147-2604,5700,Kensington High School,19125-1737,34
2021-2022,2620,Academy at Palumbo,19147-2604,6030,Roxborough High School,19128-2516,38
2021-2022,2620,Academy at Palumbo,19147-2604,6060,"King, Martin Luther High Sch.",19138-1625,49
2021-2022,2620,Academy at Palumbo,19147-2604,7010,Frankford High School,19124-2610,29
2021-2022,2620,Academy at Palumbo,19147-2604,7120,"Fels, Samuel High School",19124-1707,22
2021-2022,2620,Academy at Palumbo,19147-2604,8010,"Lincoln, Abraham High School",19136-4318,40
2021-2022,2620,Academy at Palumbo,19147-2604,8020,Northeast High School,19111-3430,26
2021-2022,2620,Academy at Palumbo,19147-2604,8030,"Washington, George High School",19116-3718,8
2021-2022,2620,Academy at Palumbo,19147-2604,Data Not Available,Data Not Available,Data Not Available,2
2021-2022,2630,"Sharswood, George School",19148-4004,1130,Tilden Middle School,19142-2218,2
2021-2022,2630,"Sharswood, George School",19148-4004,1200,"Barry, John Elementary School",19139-2304,2
2021-2022,2630,"Sharswood, George School",19148-4004,1260,"Comegys, Benjamin B. School",19143-5012,1
2021-2022,2630,"Sharswood, George School",19148-4004,1300,"Harrington, Avery D. School",19143-3117,1
2021-2022,2630,"Sharswood, George School",19148-4004,1440,Penrose School,19153-1201,2
2021-2022,2630,"Sharswood, George School",19148-4004,1490,"Blankenburg, Rudolph School",19131-4629,3
2021-2022,2630,"Sharswood, George School",19148-4004,2190,"Fell, D. Newlin School",19148-4504,14
2021-2022,2630,"Sharswood, George School",19148-4004,2260,"Childs, George W. School",19146-3131,2
2021-2022,2630,"Sharswood, George School",19148-4004,2320,"Girard, Stephen School",19145-3714,6
2021-2022,2630,"Sharswood, George School",19148-4004,2370,"McDaniel, Delaplaine School",19145-1940,8
2021-2022,2630,"Sharswood, George School",19148-4004,2450,"Stanton, Edwin M. School",19146,3
2021-2022,2630,"Sharswood, George School",19148-4004,2520,"Jenks, Abram School",19148-4305,3
2021-2022,2630,"Sharswood, George School",19148-4004,2540,"Key, Francis Scott School",19148-3101,11
2021-2022,2630,"Sharswood, George School",19148-4004,2580,"Kirkbride, Eliza B. School",19147-6410,7
2021-2022,2630,"Sharswood, George School",19148-4004,2590,"Nebinger, George W. School",19147-2907,4
2021-2022,2630,"Sharswood, George School",19148-4004,2630,"Sharswood, George School",19148-4004,142
2021-2022,2630,"Sharswood, George School",19148-4004,2640,Southwark School,19148-1661,22
2021-2022,2630,"Sharswood, George School",19148-4004,2690,"Taggart, John H. School",19148-3921,59
2021-2022,2630,"Sharswood, George School",19148-4004,2720,Vare-Washington Elementary,19147-5203,26
2021-2022,2630,"Sharswood, George School",19148-4004,3408,Mastery Charter at Mann,19131-3229,1
2021-2022,2630,"Sharswood, George School",19148-4004,3418,Universal Charter Vare,19145-3222,19
2021-2022,2630,"Sharswood, George School",19148-4004,3422,Philadelphia Charter For Arts and Sciences,19124-2505,1
2021-2022,2630,"Sharswood, George School",19148-4004,3424,Universal Charter Alcorn,19146-3316,26
2021-2022,2630,"Sharswood, George School",19148-4004,3427,Mastery Charter at Wister,19144-2338,1
2021-2022,2630,"Sharswood, George School",19148-4004,4300,"Heston, Edward School",19131-4002,1
2021-2022,2630,"Sharswood, George School",19148-4004,4350,Rhodes Elementary School,19132-1835,2
2021-2022,2630,"Sharswood, George School",19148-4004,4570,"Meade, Gen. George G. School",19121-3232,2
2021-2022,2630,"Sharswood, George School",19148-4004,6210,"Edmonds, Franklin S. School",19150-2424,1
2021-2022,2630,"Sharswood, George School",19148-4004,6360,Roosevelt Elementary School,19144-1631,1
2021-2022,2640,Southwark School,19148-1661,1130,Tilden Middle School,19142-2218,5
2021-2022,2640,Southwark School,19148-1661,1200,"Barry, John Elementary School",19139-2304,2
2021-2022,2640,Southwark School,19148-1661,1280,Penn Alexander School,19104-4022,1
2021-2022,2640,Southwark School,19148-1661,1300,"Harrington, Avery D. School",19143-3117,4
2021-2022,2640,Southwark School,19148-1661,1380,"Morton, Thomas G. School",19142-3101,3
2021-2022,2640,Southwark School,19148-1661,1400,"Patterson, John M. School",19142-1727,2
2021-2022,2640,Southwark School,19148-1661,1440,Penrose School,19153-1201,2
2021-2022,2640,Southwark School,19148-1661,1460,"Anderson, Add B. School",19143-2343,1
2021-2022,2640,Southwark School,19148-1661,1470,"Locke, Alain School",19139-2825,4
2021-2022,2640,Southwark School,19148-1661,2190,"Fell, D. Newlin School",19148-4504,24
2021-2022,2640,Southwark School,19148-1661,2240,"Bregy, F. Amedee School",19145-4816,3
2021-2022,2640,Southwark School,19148-1661,2260,"Childs, George W. School",19146-3131,12
2021-2022,2640,Southwark School,19148-1661,2320,"Girard, Stephen School",19145-3714,14
2021-2022,2640,Southwark School,19148-1661,2340,"McCall, Gen. George A. School",19106-4139,1
2021-2022,2640,Southwark School,19148-1661,2370,"McDaniel, Delaplaine School",19145-1940,17
2021-2022,2640,Southwark School,19148-1661,2450,"Stanton, Edwin M. School",19146,1
2021-2022,2640,Southwark School,19148-1661,2510,"Coppin, Fanny Jackson",19147-4501,2
2021-2022,2640,Southwark School,19148-1661,2520,"Jenks, Abram School",19148-4305,6
2021-2022,2640,Southwark School,19148-1661,2540,"Key, Francis Scott School",19148-3101,93
2021-2022,2640,Southwark School,19148-1661,2580,"Kirkbride, Eliza B. School",19147-6410,47
2021-2022,2640,Southwark School,19148-1661,2590,"Nebinger, George W. School",19147-2907,3
2021-2022,2640,Southwark School,19148-1661,2630,"Sharswood, George School",19148-4004,2
2021-2022,2640,Southwark School,19148-1661,2640,Southwark School,19148-1661,518
2021-2022,2640,Southwark School,19148-1661,2690,"Taggart, John H. School",19148-3921,29
2021-2022,2640,Southwark School,19148-1661,2720,Vare-Washington Elementary,19147-5203,44
2021-2022,2640,Southwark School,19148-1661,3368,Belmont Elementary Charter,19104-4844,1
2021-2022,2640,Southwark School,19148-1661,3418,Universal Charter Vare,19145-3222,17
2021-2022,2640,Southwark School,19148-1661,3424,Universal Charter Alcorn,19146-3316,13
2021-2022,2640,Southwark School,19148-1661,4220,"Blaine, James G. School",19121-1801,2
2021-2022,2640,Southwark School,19148-1661,4380,"Peirce, Thomas M. School",19132-4841,1
2021-2022,2640,Southwark School,19148-1661,4440,"Allen, Dr. Ethel School",19132-1834,1
2021-2022,2640,Southwark School,19148-1661,5170,"De Burgos, J. Elementary",19133-3111,1
2021-2022,2640,Southwark School,19148-1661,5200,"Adaire, Alexander School",19125-3321,2
2021-2022,2640,Southwark School,19148-1661,5480,"Kearny, Gen. Philip School",19123-2711,1
2021-2022,2640,Southwark School,19148-1661,5560,Spring Garden School,19123-2521,3
2021-2022,2640,Southwark School,19148-1661,6360,Roosevelt Elementary School,19144-1631,2
2021-2022,2640,Southwark School,19148-1661,6380,Shawmont School,19128-4032,2
2021-2022,2640,Southwark School,19148-1661,6410,Cook-Wissahickon School,19128-3763,1
2021-2022,2640,Southwark School,19148-1661,7150,Juniata Park Academy,19124-4820,1
2021-2022,2640,Southwark School,19148-1661,7290,"Stearne, Allen M. School",19124-4047,2
2021-2022,2640,Southwark School,19148-1661,7300,"Hopkinson, Francis School",19124-5300,2
2021-2022,2640,Southwark School,19148-1661,7330,"Lawton, Henry W. School",19135-3644,2
2021-2022,2640,Southwark School,19148-1661,7370,"Washington, Grover Jr. Middle",19120-2514,1
2021-2022,2640,Southwark School,19148-1661,7430,"Sullivan, James J. School",19124-2040,1
2021-2022,2640,Southwark School,19148-1661,Data Not Available,Data Not Available,Data Not Available,1
2021-2022,2650,Science Leadership Academy,19130-4016,1010,"Bartram, John High School",19142-2229,19
2021-2022,2650,Science Leadership Academy,19130-4016,1020,West Philadelphia High School,19139-3536,39
2021-2022,2650,Science Leadership Academy,19130-4016,1100,"Sayre, William L. High School",19139-3836,19
2021-2022,2650,Science Leadership Academy,19130-4016,2000,South Philadelphia H.S.,19148-2941,35
2021-2022,2650,Science Leadership Academy,19130-4016,2010,"Franklin, Benjamin High School",19130-4016,60
2021-2022,2650,Science Leadership Academy,19130-4016,2160,"Furness, Horace High School",19148-2635,36
2021-2022,2650,Science Leadership Academy,19130-4016,3414,Aspira Olney Charter High,19120-3410,18
2021-2022,2650,Science Leadership Academy,19130-4016,3416,Mastery Charter at Gratz,19140-3408,1
2021-2022,2650,Science Leadership Academy,19130-4016,3417,Universal Charter Audenried,19145-1021,28
2021-2022,2650,Science Leadership Academy,19130-4016,4020,Overbrook High School,19131-3439,24
2021-2022,2650,Science Leadership Academy,19130-4016,4140,Strawberry Mansion High School,19121-1171,4
2021-2022,2650,Science Leadership Academy,19130-4016,5020,"Edison, Thomas A. High School",19140-2732,4
2021-2022,2650,Science Leadership Academy,19130-4016,5160,Penn Treaty High School,19125-3427,12
2021-2022,2650,Science Leadership Academy,19130-4016,5180,Vaux High School,19121-4996,6
2021-2022,2650,Science Leadership Academy,19130-4016,5700,Kensington High School,19125-1737,9
2021-2022,2650,Science Leadership Academy,19130-4016,6030,Roxborough High School,19128-2516,60
2021-2022,2650,Science Leadership Academy,19130-4016,6060,"King, Martin Luther High Sch.",19138-1625,41
2021-2022,2650,Science Leadership Academy,19130-4016,7010,Frankford High School,19124-2610,14
2021-2022,2650,Science Leadership Academy,19130-4016,7120,"Fels, Samuel High School",19124-1707,23
2021-2022,2650,Science Leadership Academy,19130-4016,8010,"Lincoln, Abraham High School",19136-4318,27
2021-2022,2650,Science Leadership Academy,19130-4016,8020,Northeast High School,19111-3430,14
2021-2022,2650,Science Leadership Academy,19130-4016,8030,"Washington, George High School",19116-3718,6
2021-2022,2650,Science Leadership Academy,19130-4016,Data Not Available,Data Not Available,Data Not Available,1
2021-2022,2670,Constitution High School,19106-2314,1010,"Bartram, John High School",19142-2229,28
2021-2022,2670,Constitution High School,19106-2314,1020,West Philadelphia High School,19139-3536,13
2021-2022,2670,Constitution High School,19106-2314,1100,"Sayre, William L. High School",19139-3836,27
2021-2022,2670,Constitution High School,19106-2314,2000,South Philadelphia H.S.,19148-2941,34
2021-2022,2670,Constitution High School,19106-2314,2010,"Franklin, Benjamin High School",19130-4016,18
2021-2022,2670,Constitution High School,19106-2314,2160,"Furness, Horace High School",19148-2635,19
2021-2022,2670,Constitution High School,19106-2314,3414,Aspira Olney Charter High,19120-3410,15
2021-2022,2670,Constitution High School,19106-2314,3416,Mastery Charter at Gratz,19140-3408,16
2021-2022,2670,Constitution High School,19106-2314,3417,Universal Charter Audenried,19145-1021,9
2021-2022,2670,Constitution High School,19106-2314,4020,Overbrook High School,19131-3439,31
2021-2022,2670,Constitution High School,19106-2314,4140,Strawberry Mansion High School,19121-1171,14
2021-2022,2670,Constitution High School,19106-2314,5020,"Edison, Thomas A. High School",19140-2732,8
2021-2022,2670,Constitution High School,19106-2314,5160,Penn Treaty High School,19125-3427,9
2021-2022,2670,Constitution High School,19106-2314,5180,Vaux High School,19121-4996,6
2021-2022,2670,Constitution High School,19106-2314,5700,Kensington High School,19125-1737,23
2021-2022,2670,Constitution High School,19106-2314,6030,Roxborough High School,19128-2516,16
2021-2022,2670,Constitution High School,19106-2314,6060,"King, Martin Luther High Sch.",19138-1625,39
2021-2022,2670,Constitution High School,19106-2314,7010,Frankford High School,19124-2610,20
2021-2022,2670,Constitution High School,19106-2314,7120,"Fels, Samuel High School",19124-1707,19
2021-2022,2670,Constitution High School,19106-2314,8010,"Lincoln, Abraham High School",19136-4318,14
2021-2022,2670,Constitution High School,19106-2314,8020,Northeast High School,19111-3430,12
2021-2022,2670,Constitution High School,19106-2314,8030,"Washington, George High School",19116-3718,3
2021-2022,2670,Constitution High School,19106-2314,Data Not Available,Data Not Available,Data Not Available,1
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,1010,"Bartram, John High School",19142-2229,46
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,1020,West Philadelphia High School,19139-3536,33
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,1100,"Sayre, William L. High School",19139-3836,54
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,1130,Tilden Middle School,19142-2218,14
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,1200,"Barry, John Elementary School",19139-2304,4
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,1230,"Bryant, William C. School",19143-1133,2
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,1260,"Comegys, Benjamin B. School",19143-5012,3
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,1280,Penn Alexander School,19104-4022,1
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,1290,"Hamilton, Andrew School",19139-3937,3
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,1300,"Harrington, Avery D. School",19143-3117,6
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,1340,"Lea, Henry C.",19139-4416,3
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,1350,"Longstreth, William C. School",19143-4517,1
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,1360,"McMichael, Morton School",19104-1906,3
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,1410,"Rhoads, James School",19139-1721,1
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,1440,Penrose School,19153-1201,2
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,1460,"Anderson, Add B. School",19143-2343,6
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,1470,"Locke, Alain School",19139-2825,2
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,1490,"Blankenburg, Rudolph School",19131-4629,10
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,2000,South Philadelphia H.S.,19148-2941,6
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,2010,"Franklin, Benjamin High School",19130-4016,15
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,2050,Science Leadership Academy MS,19104-5638,3
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,2160,"Furness, Horace High School",19148-2635,7
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,2210,Bache-Martin School,19130-1905,1
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,2390,"Morris, Robert School",19121-4630,3
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,2470,"Greenfield, Albert M. School",19103-4307,1
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,2490,"Waring, Laura W. School",19130-3903,2
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,2510,"Coppin, Fanny Jackson",19147-4501,1
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,3407,Mastery Charter at Harrity,19143-2805,4
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,3408,Mastery Charter at Mann,19131-3229,3
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,3410,Universal Charter Bluford,19131-3824,7
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,3411,Universal Charter Daroff,19139-1301,2
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,3412,Mastery Charter at Frederick Douglass,19121-2100,1
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,3414,Aspira Olney Charter High,19120-3410,8
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,3416,Mastery Charter at Gratz,19140-3408,6
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,3417,Universal Charter Audenried,19145-1021,7
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,3418,Universal Charter Vare,19145-3222,1
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,3419,Lindley Academy Charter at Birney,19141-3920,2
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,3420,Mastery Charter at Cleveland,19140-3555,1
2021-2022,2680,Science Leadership Academy at Beeber,19131-2244,3421,Universal Charter Creighton,19120-2130,1
